px	py	v	yaw	yaw_rate	vx	vy	px_meas	py_meas	x_gt	y_gt	vx_gt	vy_gt	rmse_px	rmse_py	rmse_vx	rmse_vy	nis_lidar	nis_radar
-4.66156	1.95834	5.28398	4.31957	-0.0745938	-2.02266	-4.88153	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	0.0585579	0.0847025	0.438532	0.251181	0.709967	4.14802
-4.77536	1.68786	5.33011	4.31656	-0.0718715	-2.05516	-4.91797	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	0.058841	0.0845831	0.437773	0.250802	1.66309	4.14802
-4.89953	1.43919	5.35233	4.29935	-0.0974589	-2.14838	-4.90223	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.0593301	0.0844819	0.437104	0.25042	1.66309	0.704862
-4.95993	1.20196	5.30816	4.3066	-0.0872723	-2.09537	-4.87709	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	0.0595282	0.0843766	0.436338	0.250025	4.75569	0.704862
-5.05705	0.981581	5.26801	4.30297	-0.0842265	-2.09706	-4.83263	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.0597051	0.0842403	0.435555	0.249596	4.75569	1.05988
-5.11907	0.746442	5.2296	4.30962	-0.0749948	-2.04982	-4.81113	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	0.0596928	0.0841013	0.43475	0.249164	3.90801	1.05988
-5.21185	0.456692	5.29748	4.31398	-0.0702049	-2.05518	-4.88258	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	0.0596472	0.0840872	0.433954	0.248874	3.90801	5.21854
-5.28726	0.214819	5.27646	4.31781	-0.0635115	-2.0284	-4.871	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	0.0595457	0.0840939	0.433194	0.248602	1.48373	5.21854
-5.39719	-0.0208871	5.2615	4.31935	-0.0454891	-2.01513	-4.86031	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	0.059448	0.0841023	0.432485	0.248352	1.48373	5.90793
-5.46908	-0.260969	5.23953	4.32471	-0.0383217	-1.98073	-4.85071	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	0.0593496	0.0841331	0.431885	0.248131	1.6013	5.90793
-5.58989	-0.449349	5.18002	4.30231	-0.0676282	-2.06518	-4.75054	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	0.0592437	0.084029	0.431216	0.247752	1.6013	4.00825
-5.72696	-0.637921	5.1322	4.27833	-0.0928089	-2.15838	-4.65627	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	0.0591454	0.0838775	0.430489	0.24731	2.95719	4.00825
-5.84123	-0.865676	5.14959	4.25875	-0.127589	-2.25676	-4.62875	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	0.0590474	0.0837265	0.429726	0.246868	2.95719	5.48691
-5.93626	-1.13015	5.18472	4.26568	-0.11086	-2.23979	-4.67597	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	0.0589423	0.0836032	0.429009	0.246492	1.25502	5.48691
-6.02486	-1.39522	5.21561	4.27413	-0.0946382	-2.2133	-4.7227	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	0.0588742	0.0835648	0.428381	0.246258	1.25502	2.68923
-6.16314	-1.60377	5.1943	4.25459	-0.112609	-2.29575	-4.65943	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	0.0587789	0.0834771	0.427705	0.245947	1.17526	2.68923
-6.30582	-1.83846	5.24705	4.22581	-0.160423	-2.45355	-4.63806	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	0.0586747	0.0834121	0.42695	0.245653	1.17526	4.33565
-6.41142	-2.08581	5.25838	4.22731	-0.148859	-2.45185	-4.65177	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.0585808	0.0834202	0.426222	0.245463	0.435115	4.33565
-6.56281	-2.29066	5.23565	4.20524	-0.165391	-2.5429	-4.57665	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	0.0584785	0.0833704	0.425476	0.245173	0.435115	3.13585
-6.71174	-2.50032	5.22339	4.18564	-0.179197	-2.62594	-4.51533	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.0583933	0.0832912	0.424729	0.244833	0.545243	3.13585
-6.86734	-2.71351	5.22783	4.16413	-0.196992	-2.72475	-4.46161	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.0583575	0.0831986	0.423995	0.244467	0.545243	1.21759
-6.96012	-2.97833	5.25619	4.17962	-0.165891	-2.66973	-4.5277	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	0.0582564	0.0832527	0.42327	0.244312	2.34957	1.21759
-7.08942	-3.20256	5.24198	4.17529	-0.15746	-2.68203	-4.5039	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.0581556	0.0833421	0.422572	0.244198	2.34957	0.22465
-7.21426	-3.39969	5.20313	4.16311	-0.163966	-2.71643	-4.43774	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	0.0580658	0.083363	0.421894	0.244008	1.40527	0.22465
-7.36042	-3.64525	5.23695	4.15877	-0.15786	-2.75341	-4.45471	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	0.0579732	0.0835313	0.421234	0.243991	1.40527	4.44116
-7.51913	-3.7896	5.15641	4.12297	-0.193648	-2.86634	-4.28633	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	0.0578737	0.0834554	0.420529	0.24366	5.01027	4.44116
-7.66356	-3.99898	5.1594	4.11038	-0.199576	-2.92177	-4.25237	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.0577757	0.0833841	0.419827	0.243348	5.01027	0.483738
-7.81833	-4.2249	5.18034	4.10186	-0.197231	-2.96989	-4.24449	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.0576773	0.0833712	0.419132	0.243111	0.475721	0.483738
-7.96937	-4.44278	5.18668	4.09374	-0.194332	-3.00795	-4.22539	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.0575799	0.0834105	0.418452	0.242944	0.475721	0.379303
-8.13108	-4.67785	5.22069	4.08766	-0.189101	-3.05347	-4.23461	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	0.0574822	0.0836047	0.417783	0.242953	1.2102	0.379303
-8.27123	-4.88292	5.16926	4.0877	-0.168791	-3.0232	-4.19303	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	0.0573955	0.0838332	0.417217	0.242993	1.2102	2.55301
-8.4048	-5.10108	5.16811	4.08789	-0.158498	-3.02176	-4.19265	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.0573643	0.0841912	0.416754	0.243233	0.272518	2.55301
-8.55139	-5.2725	5.09475	4.07602	-0.15713	-3.0277	-4.09751	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	0.0573932	0.0844189	0.416401	0.24331	0.272518	4.15286
-8.74263	-5.47025	5.11289	4.05348	-0.174313	-3.1304	-4.04255	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	0.0573478	0.0846856	0.41595	0.243389	1.70364	4.15286
-8.90145	-5.66813	5.09999	4.04481	-0.172188	-3.15733	-4.00515	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.0573347	0.0850104	0.415562	0.243544	1.70364	0.38024
-9.05964	-5.85461	5.08631	4.03252	-0.17682	-3.19774	-3.95538	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.0573743	0.0853433	0.415214	0.243736	0.179461	0.38024
-9.19858	-6.0158	5.00546	4.02423	-0.171626	-3.17903	-3.86631	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	0.0575988	0.0855581	0.415064	0.243821	0.179461	6.56676
-9.37835	-6.12266	4.93167	3.98353	-0.211011	-3.2846	-3.67869	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	0.0578153	0.0854959	0.414781	0.243558	5.266	6.56676
-9.5529	-6.30596	4.93403	3.97046	-0.213206	-3.33399	-3.63719	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.0580729	0.0854552	0.414517	0.243346	5.266	0.885542
-9.69499	-6.51158	4.94079	3.97569	-0.194261	-3.31946	-3.65959	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.0586422	0.0855297	0.414454	0.243391	0.448386	0.885542
-9.91484	-6.67217	4.98044	3.93953	-0.228535	-3.47727	-3.56558	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	0.0589542	0.0855728	0.414114	0.243353	0.448386	6.88404
-10.1185	-6.83439	4.98742	3.914	-0.245079	-3.57216	-3.48053	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.0591764	0.0856055	0.41369	0.243273	0.637403	6.88404
-10.3025	-6.99694	4.99353	3.89608	-0.253188	-3.63839	-3.42015	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	0.0594497	0.0856419	0.413245	0.24323	0.637403	1.06548
-10.5315	-7.17355	5.03561	3.8709	-0.267187	-3.75475	-3.35548	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	0.0595386	0.0857534	0.412701	0.243219	3.48316	1.06548
-10.736	-7.3169	5.03543	3.84443	-0.283524	-3.84208	-3.25483	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	0.0595994	0.0858203	0.412116	0.243135	3.48316	1.9754
-10.9813	-7.47526	5.07535	3.813	-0.303054	-3.97373	-3.15731	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	0.0595303	0.0859203	0.411469	0.243	3.51823	1.9754
-11.1701	-7.61704	5.04085	3.79662	-0.304309	-3.99755	-3.07079	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	0.059492	0.0860019	0.410843	0.24285	3.51823	1.27558
-11.3219	-7.77043	5.00047	3.79666	-0.28723	-3.9654	-3.04635	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	0.0596657	0.086131	0.410306	0.242869	3.19298	1.27558
-11.5173	-7.89897	4.9713	3.77576	-0.295065	-4.00471	-2.94553	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	0.0599115	0.0862194	0.409786	0.242835	3.19298	1.88954
-11.6994	-8.00385	4.92207	3.75208	-0.306546	-4.03298	-2.82167	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	0.0603478	0.0862056	0.4093	0.242696	3.27604	1.88954
-11.8936	-8.11898	4.85942	3.73047	-0.31384	-4.04091	-2.69907	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	0.0609284	0.0861533	0.408886	0.242479	3.27604	2.06194
-12.11	-8.20952	4.83988	3.69538	-0.336885	-4.1165	-2.54536	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.061494	0.0860377	0.408422	0.242156	0.888587	2.06194
-12.3341	-8.33729	4.8977	3.67543	-0.339667	-4.21625	-2.49213	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	0.0620014	0.0859331	0.40788	0.241893	0.888587	2.57823
-12.5391	-8.41751	4.86171	3.64425	-0.356948	-4.26033	-2.34218	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	0.0626234	0.0857988	0.407341	0.241553	2.03283	2.57823
-12.7457	-8.50558	4.8059	3.61664	-0.370057	-4.27376	-2.19811	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	0.0633725	0.0856701	0.406842	0.241181	2.03283	1.90616
-13.0222	-8.59277	4.85504	3.57415	-0.396713	-4.40787	-2.03523	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	0.0637046	0.0855603	0.406243	0.240813	4.0338	1.90616
-13.2685	-8.69352	4.90156	3.55003	-0.399593	-4.49836	-1.9468	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	0.0639141	0.0854515	0.40562	0.240444	4.0338	2.73302
-13.4914	-8.73956	4.87057	3.51116	-0.422208	-4.54172	-1.75932	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	0.0641512	0.0854552	0.404997	0.240153	2.07194	2.73302
-13.7089	-8.7827	4.7999	3.47141	-0.44859	-4.54119	-1.55456	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	0.0644601	0.0856502	0.404392	0.240081	2.07194	3.98167
-13.9362	-8.89029	4.81602	3.46242	-0.432672	-4.57027	-1.51875	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.0647934	0.0857475	0.403793	0.239851	0.77153	3.98167
-14.1845	-8.98166	4.88538	3.44907	-0.417216	-4.65626	-1.47859	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	0.0650332	0.0858031	0.403175	0.239526	0.77153	2.87453
-14.4084	-9.09017	4.89105	3.44566	-0.397041	-4.66668	-1.46442	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.065335	0.0857572	0.402565	0.23916	0.589884	2.87453
-14.6378	-9.16121	4.8769	3.42558	-0.39871	-4.68156	-1.36645	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.065676	0.0857091	0.401963	0.238798	0.589884	0.252097
-14.9216	-9.15927	4.90799	3.36775	-0.441268	-4.78301	-1.10052	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	0.0657693	0.0859004	0.401353	0.238552	2.1227	0.252097
-15.1783	-9.23305	4.93929	3.35255	-0.431963	-4.82979	-1.03428	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	0.0657941	0.086024	0.400752	0.238242	2.1227	4.5125
-15.4419	-9.34516	4.98446	3.35444	-0.404014	-4.87197	-1.05296	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	0.0657515	0.0859601	0.400164	0.237892	5.31872	4.5125
-15.686	-9.37502	4.94847	3.32032	-0.425996	-4.86965	-0.879717	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	0.0657018	0.0859408	0.399569	0.237536	5.31872	2.01695
-15.9432	-9.45763	4.97504	3.31487	-0.407298	-4.90054	-0.857743	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	0.0656249	0.085838	0.398983	0.237213	2.13218	2.01695
-16.195	-9.4675	4.9585	3.27709	-0.430998	-4.91305	-0.669824	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	0.0655371	0.0857837	0.3984	0.236858	2.13218	2.31485
-16.4469	-9.46171	4.95916	3.23893	-0.449823	-4.93569	-0.481928	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.0654427	0.0858353	0.397825	0.236535	0.538654	2.31485
-16.6675	-9.46056	4.9089	3.20638	-0.466188	-4.8986	-0.317834	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	0.0653735	0.0859888	0.397236	0.236268	0.538654	5.2168
-16.9492	-9.44688	4.95078	3.16759	-0.482543	-4.9491	-0.128681	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	0.0652766	0.0863015	0.396667	0.236138	1.49635	5.2168
-17.2007	-9.50521	4.97535	3.17101	-0.446346	-4.9732	-0.146364	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	0.0651824	0.0863978	0.396115	0.235804	1.49635	7.83372
-17.4607	-9.5227	4.9904	3.15335	-0.440719	-4.99006	-0.0586886	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.0651021	0.0864538	0.395579	0.235458	0.50883	7.83372
-17.7183	-9.51223	4.98752	3.12256	-0.454628	-4.98662	0.0949088	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	0.065043	0.0865514	0.395045	0.235127	0.50883	1.70534
-17.9731	-9.48009	4.99501	3.08888	-0.466691	-4.98807	0.263173	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.0650073	0.0867651	0.394521	0.234842	0.206888	1.70534
-18.2178	-9.44229	4.97548	3.05164	-0.488308	-4.95537	0.446952	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.0649755	0.087115	0.39398	0.234659	0.206888	0.743536
-18.4238	-9.48454	4.91891	3.05813	-0.455397	-4.90179	0.410063	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	0.0648867	0.0871858	0.393418	0.234317	2.31442	0.743536
-18.6606	-9.47062	4.92008	3.04346	-0.441904	-4.89641	0.482035	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	0.0647952	0.0872229	0.392862	0.23399	2.31442	1.68193
-18.9089	-9.46224	4.92261	3.02918	-0.433142	-4.89154	0.5522	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.064709	0.0871974	0.392317	0.233714	0.270004	1.68193
-19.1397	-9.42335	4.91663	3.00706	-0.430257	-4.8722	0.659447	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	0.0646173	0.0871805	0.391776	0.233458	0.270004	3.96281
-19.3838	-9.3069	4.93324	2.95106	-0.468162	-4.84397	0.93426	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	0.0645288	0.0874553	0.391234	0.23313	2.99559	3.96281
-19.6178	-9.23088	4.91569	2.91067	-0.494365	-4.78521	1.1251	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	0.0644386	0.0878839	0.390681	0.232864	2.99559	1.168
-19.8679	-9.11031	4.94618	2.86015	-0.522068	-4.75158	1.37375	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	0.06436	0.0887756	0.390129	0.232865	1.35137	1.168
-20.1046	-9.01008	4.95603	2.82253	-0.533963	-4.7059	1.55462	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	0.0642842	0.0899986	0.389576	0.233057	1.35137	4.97726
-20.2855	-9.12846	4.82377	2.87658	-0.449479	-4.65536	1.26347	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	0.0642061	0.0900483	0.389022	0.232812	14.8736	4.97726
-20.5247	-9.08453	4.83081	2.86604	-0.433086	-4.64858	1.31434	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	0.0641207	0.0900157	0.38848	0.232699	14.8736	1.54529
-20.7452	-8.9908	4.82737	2.83332	-0.445299	-4.59981	1.46467	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.0640429	0.0900251	0.387939	0.232522	0.706634	1.54529
-20.9869	-8.90928	4.84067	2.80738	-0.451569	-4.57283	1.58786	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	0.0639542	0.0900269	0.387409	0.232337	0.706634	2.40364
-21.1843	-8.84049	4.79889	2.7882	-0.44892	-4.50234	1.66083	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	0.0638919	0.0899754	0.386872	0.23225	1.43657	2.40364
-21.4174	-8.75153	4.80476	2.7617	-0.457421	-4.4622	1.78171	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	0.0638145	0.0899098	0.386343	0.232153	1.43657	1.88618
-21.6125	-8.72419	4.74184	2.76262	-0.433065	-4.40538	1.75433	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	0.0637742	0.089786	0.385816	0.232518	2.05638	1.88618
-21.8055	-8.57905	4.71054	2.70207	-0.494162	-4.26284	2.00435	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	0.0637922	0.0896707	0.385278	0.23244	2.05638	6.7199
-22.0089	-8.50394	4.68621	2.68767	-0.483564	-4.21165	2.0549	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.06384	0.0895482	0.384742	0.232539	0.33137	6.7199
-22.2184	-8.39445	4.69747	2.66678	-0.473481	-4.17784	2.14754	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	0.0638873	0.0894312	0.384209	0.2327	0.33137	1.90029
-22.4475	-8.29988	4.71344	2.65167	-0.463854	-4.15899	2.21796	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	0.0638669	0.0893487	0.383696	0.233005	1.11872	1.90029
-22.6398	-8.18085	4.6941	2.62018	-0.478678	-4.07033	2.33816	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.0638734	0.0892857	0.383177	0.233265	1.11872	1.00604
-22.8712	-7.95097	4.79764	2.55743	-0.517697	-4.00207	2.64589	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	0.06381	0.0891785	0.382663	0.233019	5.55528	1.00604
-23.0621	-7.80111	4.78294	2.51134	-0.556882	-3.86404	2.81881	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	0.0637531	0.0890823	0.382137	0.23271	5.55528	3.70489
-23.2878	-7.62878	4.84087	2.47818	-0.560814	-3.81411	2.98104	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	0.0636659	0.089031	0.381617	0.232392	2.15272	3.70489
-23.4867	-7.48915	4.85389	2.46647	-0.529923	-3.78909	3.03364	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	0.0635805	0.0889585	0.381125	0.232082	2.15272	1.63066
-23.6539	-7.34369	4.8262	2.43953	-0.53129	-3.68487	3.11672	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.0634949	0.0888698	0.380625	0.231781	0.688961	1.63066
-23.844	-7.18466	4.83891	2.41766	-0.521374	-3.62535	3.20497	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.063409	0.088779	0.380145	0.231486	0.688961	0.891702
-24.0079	-7.08621	4.77059	2.41036	-0.504047	-3.551	3.18573	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	0.0633236	0.0886666	0.37968	0.231348	2.13024	0.891702
-24.1753	-6.90435	4.77568	2.37241	-0.523032	-3.43123	3.32171	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	0.0632391	0.0885487	0.379197	0.231134	2.13024	1.98498
-24.3341	-6.65829	4.83383	2.3188	-0.549808	-3.28786	3.54343	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	0.0631574	0.088484	0.378694	0.230822	3.28057	1.98498
-24.5013	-6.48199	4.831	2.28646	-0.564481	-3.16972	3.64574	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	0.063073	0.0884143	0.378187	0.230514	3.28057	3.50601
-24.6031	-6.3358	4.74517	2.25782	-0.567797	-3.00959	3.66865	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	0.0630602	0.0883015	0.377683	0.230216	5.42469	3.50601
-24.7438	-6.14583	4.74286	2.226	-0.572028	-2.88992	3.76073	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.0630711	0.0881906	0.377186	0.229915	5.42469	0.325542
-24.9245	-5.94541	4.78764	2.20386	-0.563802	-2.83245	3.85988	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	0.0630067	0.088087	0.376683	0.22961	2.60833	0.325542
-25.0549	-5.74106	4.79114	2.17265	-0.564397	-2.7126	3.94929	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	0.0629551	0.0879929	0.376182	0.229304	2.60833	1.8671
-25.1883	-5.56716	4.76546	2.15146	-0.558058	-2.61424	3.98438	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.0629041	0.087879	0.375683	0.229009	0.348501	1.8671
-25.3409	-5.38166	4.7735	2.14341	-0.524446	-2.58642	4.01207	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	0.0628254	0.0877629	0.37521	0.228747	0.348501	1.30245
-25.4832	-5.16033	4.80653	2.11661	-0.523931	-2.49512	4.10817	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.062743	0.0876488	0.374752	0.228462	0.604726	1.30245
-25.615	-4.98142	4.78832	2.11148	-0.486677	-2.46465	4.10531	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	0.0626691	0.0875394	0.374384	0.228248	0.604726	6.45347
-25.7294	-4.80537	4.74968	2.09268	-0.482214	-2.36779	4.11741	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.0625987	0.0874728	0.374044	0.228118	0.587571	6.45347
-25.8503	-4.5999	4.75338	2.07448	-0.470296	-2.29422	4.16307	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.0625498	0.0874259	0.373778	0.228015	0.587571	0.257928
-25.9607	-4.36039	4.78661	2.04369	-0.476812	-2.18014	4.26129	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.0625226	0.087344	0.373523	0.227832	0.521059	0.257928
-26.0705	-4.14033	4.78926	2.00269	-0.518583	-2.00476	4.34948	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	0.0625368	0.0872643	0.373181	0.227598	0.521059	10.9851
-26.16	-3.86259	4.85357	1.96206	-0.531903	-1.85094	4.48677	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	0.0625583	0.0871514	0.372798	0.227304	2.09953	10.9851
-26.2344	-3.62675	4.85369	1.91319	-0.577248	-1.62957	4.57196	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	0.0625615	0.087042	0.372334	0.227013	2.09953	3.58492
-26.2637	-3.36053	4.86931	1.86241	-0.599078	-1.39991	4.66373	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	0.0624876	0.0869717	0.371856	0.22675	4.48466	3.58492
-26.3132	-3.11723	4.87159	1.81743	-0.626115	-1.18934	4.72418	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.062407	0.0869243	0.371425	0.226508	4.48466	0.600612
-26.3388	-2.87935	4.85731	1.77641	-0.636417	-0.99172	4.755	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	0.0623553	0.0868885	0.371072	0.226263	1.42574	0.600612
-26.3965	-2.652	4.84862	1.7528	-0.624459	-0.877612	4.76853	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	0.0623011	0.0868393	0.370705	0.226002	1.42574	1.35604
-26.4743	-2.48897	4.76893	1.74413	-0.604854	-0.822461	4.69748	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	0.0622224	0.086729	0.37027	0.225717	5.71741	1.35604
-26.5291	-2.25366	4.77471	1.72617	-0.582493	-0.738898	4.7172	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.0621434	0.0866196	0.36981	0.225435	5.71741	0.947609
-26.5795	-2.05346	4.73457	1.70677	-0.574229	-0.641796	4.69087	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	0.0620709	0.0865417	0.369343	0.225186	1.25526	0.947609
-26.6102	-1.81652	4.73641	1.68612	-0.554688	-0.545002	4.70495	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	0.0619988	0.0864672	0.368874	0.224942	1.25526	1.9831
-26.6079	-1.56948	4.74327	1.64838	-0.564525	-0.367634	4.729	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	0.0619216	0.0863834	0.368415	0.224692	1.12706	1.9831
