px	py	v	yaw	yaw_rate	vx	vy	px_meas	py_meas	x_gt	y_gt	vx_gt	vy_gt	rmse_px	rmse_py	rmse_vx	rmse_vy	nis_lidar	nis_radar
-26.6054	-1.33744	4.73458	1.60703	-0.589176	-0.171527	4.73148	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	0.0618599	0.0863116	0.367998	0.22445	1.12706	1.71289
-26.6089	-1.11041	4.7216	1.5777	-0.58949	-0.0326065	4.72149	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0618086	0.0862637	0.367591	0.22423	0.0645475	1.71289
-26.6379	-0.883918	4.71466	1.5619	-0.572528	0.0419607	4.71447	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	0.0617339	0.0862474	0.367149	0.224026	0.0645475	5.15186
-26.6484	-0.636544	4.73343	1.53832	-0.566802	0.153685	4.73094	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.0616565	0.0862183	0.366701	0.223805	0.495635	5.15186
-26.6359	-0.395061	4.74398	1.50117	-0.587483	0.330017	4.73249	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	0.0615798	0.0861896	0.366283	0.223582	0.495635	2.24459
-26.5904	-0.108986	4.80789	1.46134	-0.59592	0.525186	4.77912	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	0.0615293	0.0860945	0.365934	0.223317	2.61263	2.24459
-26.5709	0.129664	4.811	1.4321	-0.599964	0.66511	4.7648	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	0.0614776	0.086002	0.365604	0.223057	2.61263	2.7561
-26.5474	0.414638	4.8754	1.40658	-0.593321	0.797048	4.80981	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	0.0614217	0.0858975	0.365284	0.22278	1.77338	2.7561
-26.5347	0.651866	4.86668	1.39637	-0.561043	0.844601	4.79283	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	0.0613482	0.0857924	0.364882	0.222504	1.77338	1.77018
-26.5268	0.929238	4.91779	1.38222	-0.545447	0.92188	4.83061	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	0.0612804	0.085719	0.364451	0.222243	3.1557	1.77018
-26.4889	1.18429	4.92738	1.37369	-0.504374	0.964955	4.83197	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	0.0612199	0.0856727	0.364002	0.221998	3.1557	7.29691
-26.4315	1.42448	4.92695	1.34631	-0.506542	1.09679	4.80332	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.0611538	0.0856318	0.363555	0.221749	0.0572457	7.29691
-26.3928	1.64522	4.89534	1.33395	-0.483571	1.14865	4.75868	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	0.0611113	0.085565	0.363122	0.221489	0.0572457	8.35172
-26.3369	1.86196	4.86758	1.31028	-0.483804	1.25379	4.70333	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.0610824	0.0854764	0.362697	0.221221	0.299594	8.35172
-26.2695	2.09327	4.86547	1.28306	-0.490276	1.38074	4.66544	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.0610574	0.0853863	0.36227	0.220952	0.299594	0.199514
-26.2062	2.29334	4.82106	1.25941	-0.490493	1.47706	4.58922	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.0610593	0.0852824	0.361855	0.220688	0.781684	0.199514
-26.1436	2.52203	4.81184	1.24823	-0.46412	1.52537	4.56367	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.0611133	0.0851789	0.361495	0.220421	0.781684	0.890218
-26.0645	2.76241	4.82936	1.22599	-0.462742	1.63239	4.54511	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.0611927	0.0850774	0.361144	0.220154	0.114616	0.890218
-25.9703	2.98541	4.83735	1.18702	-0.497238	1.81123	4.48546	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	0.0612656	0.0849755	0.360738	0.21989	0.114616	2.78586
-25.8697	3.25701	4.90309	1.16431	-0.493592	1.93859	4.50357	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	0.0613294	0.084917	0.360323	0.219636	1.60011	2.78586
-25.787	3.48575	4.90474	1.14524	-0.488857	2.0248	4.46729	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	0.0614693	0.0848705	0.359923	0.219388	1.60011	2.15639
-25.6808	3.69111	4.88398	1.11816	-0.491993	2.13596	4.39215	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.0616192	0.0848023	0.359521	0.21913	0.191388	2.15639
-25.5643	3.89983	4.87628	1.08808	-0.500727	2.26352	4.3191	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	0.061758	0.084724	0.359109	0.218867	0.191388	1.11611
-25.4959	4.08664	4.8224	1.07497	-0.490012	2.29431	4.24166	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	0.0621516	0.0846253	0.35875	0.218608	3.82876	1.11611
-25.3727	4.29023	4.81718	1.04644	-0.495874	2.41174	4.16998	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.0625482	0.0845249	0.358379	0.218355	3.82876	0.607959
-25.2139	4.50531	4.84335	1.01136	-0.505638	2.57042	4.10499	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	0.0627829	0.0844262	0.357969	0.218107	1.98341	0.607959
-25.0633	4.7025	4.83578	0.986609	-0.493252	2.66704	4.03381	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	0.0629427	0.0843262	0.357562	0.217867	1.98341	8.9318
-24.9445	4.89783	4.82163	0.966543	-0.488956	2.7394	3.96785	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.0631948	0.0842269	0.357168	0.217632	0.453443	8.9318
-24.7886	5.08938	4.82304	0.936946	-0.492652	2.85645	3.88618	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	0.0633884	0.0841301	0.356763	0.217415	0.453443	2.29873
-24.6215	5.29924	4.85627	0.90874	-0.495408	2.98534	3.83028	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.0635047	0.0840311	0.356347	0.217192	0.896803	2.29873
-24.4501	5.47762	4.86595	0.866893	-0.526035	3.14924	3.70942	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.0635578	0.083936	0.355934	0.217035	0.896803	0.958314
-24.2637	5.65034	4.86967	0.830469	-0.536243	3.28474	3.59502	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	0.0635374	0.0838536	0.355544	0.216962	1.23113	0.958314
-24.0976	5.81355	4.86131	0.795111	-0.553852	3.40391	3.47069	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	0.0635089	0.0838021	0.355179	0.21702	1.23113	3.24931
-23.9239	5.97496	4.85108	0.764884	-0.556759	3.49987	3.35914	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0634675	0.0837937	0.354827	0.2172	0.0604146	3.24931
-23.7788	6.16177	4.82041	0.770392	-0.493753	3.45931	3.35701	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	0.0634761	0.0837715	0.354415	0.217199	0.0604146	4.69701
-23.6108	6.31831	4.80542	0.745374	-0.494569	3.53119	3.25926	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.0635001	0.0837966	0.354004	0.217266	0.113832	4.69701
-23.4611	6.49399	4.78622	0.740872	-0.46119	3.53166	3.23037	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	0.0636135	0.0838155	0.353608	0.217232	0.113832	1.91235
-23.2395	6.70646	4.87615	0.720081	-0.456174	3.66565	3.21556	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	0.0636083	0.0837516	0.3532	0.217093	4.22409	1.91235
-23.044	6.84962	4.86088	0.694884	-0.452199	3.73377	3.1124	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	0.0635826	0.0837261	0.352793	0.217006	4.22409	5.57157
-22.8314	7.01932	4.89748	0.670451	-0.453081	3.83738	3.043	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.063523	0.0836871	0.352389	0.216912	1.03713	5.57157
-22.62	7.15437	4.90324	0.635615	-0.470814	3.94567	2.91092	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	0.0634514	0.0836982	0.351998	0.216941	1.03713	1.48172
-22.4343	7.30092	4.89549	0.616213	-0.466768	3.99508	2.82934	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.0633847	0.0837307	0.351603	0.216988	0.297923	1.48172
-22.2067	7.42578	4.92912	0.569248	-0.510424	4.15183	2.65679	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	0.0633143	0.0838427	0.351267	0.217329	0.297923	2.5533
-22.0257	7.58796	4.93445	0.559734	-0.493813	4.18144	2.62	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	0.0632441	0.083908	0.350906	0.21754	2.13982	2.5533
-21.8418	7.75616	4.92457	0.56456	-0.446084	4.1604	2.63486	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	0.0631898	0.0839093	0.350511	0.217515	2.13982	5.85316
-21.6339	7.89906	4.93557	0.546769	-0.441124	4.21601	2.56615	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.0631357	0.0839043	0.350116	0.217475	0.107819	5.85316
-21.4429	8.03435	4.91557	0.536519	-0.422662	4.2249	2.51258	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	0.0631106	0.0839016	0.34972	0.217392	0.107819	1.68392
-21.214	8.07769	4.86138	0.486427	-0.453923	4.2975	2.27255	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	0.0630615	0.0842038	0.349325	0.217752	4.38005	1.68392
-21.0219	8.23251	4.84037	0.499051	-0.392794	4.25002	2.31656	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	0.0630529	0.0843931	0.348961	0.217762	4.38005	6.63463
-20.8424	8.38339	4.83773	0.498279	-0.373189	4.24949	2.31202	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	0.0631531	0.0844897	0.348636	0.217636	3.18577	6.63463
-20.6029	8.49327	4.87526	0.466068	-0.397492	4.35528	2.19083	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	0.0631937	0.0846237	0.348269	0.217593	3.18577	4.24742
-20.3558	8.62685	4.92536	0.449808	-0.392713	4.43544	2.14151	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	0.0631769	0.0847044	0.347887	0.217501	1.37445	4.24742
-20.1566	8.75866	4.89789	0.455713	-0.34849	4.39804	2.15557	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	0.0632231	0.0847343	0.347553	0.217294	1.37445	2.0591
-19.9555	8.86229	4.87593	0.440902	-0.346176	4.40963	2.08083	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.063356	0.084781	0.347249	0.217089	0.610207	2.0591
-19.755	8.98403	4.84804	0.444606	-0.308948	4.37672	2.08515	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	0.0636115	0.0847889	0.347036	0.216848	0.610207	1.68452
-19.531	9.05726	4.83106	0.418187	-0.320633	4.41475	1.96192	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.0639001	0.084876	0.346823	0.216624	0.581898	1.68452
-19.2926	9.16356	4.86198	0.400251	-0.326052	4.47771	1.89447	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	0.0641608	0.0849413	0.346574	0.216398	0.581898	4.35149
-19.0096	9.25052	4.92096	0.372647	-0.336953	4.58322	1.79163	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	0.0642303	0.0850318	0.346248	0.216195	5.89838	4.35149
-18.792	9.33552	4.90735	0.355956	-0.3381	4.59972	1.71015	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	0.0643643	0.0851438	0.345938	0.216001	5.89838	1.67544
-18.5387	9.43564	4.9438	0.341662	-0.334815	4.65804	1.65644	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.0644449	0.0852189	0.345605	0.215795	0.771784	1.67544
-18.2749	9.46598	4.97194	0.28887	-0.391832	4.76593	1.41635	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	0.0644574	0.0854922	0.345232	0.215873	0.771784	5.75935
-17.9889	9.59116	5.06148	0.283709	-0.375233	4.85914	1.4168	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	0.0643976	0.0855994	0.344855	0.215801	3.64174	5.75935
-17.7449	9.68049	5.0549	0.281599	-0.344382	4.8558	1.40472	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	0.0643365	0.0856719	0.344479	0.215644	3.64174	2.89091
-17.4722	9.78789	5.11225	0.275399	-0.331776	4.91961	1.39018	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	0.0642669	0.085663	0.344107	0.215436	1.45275	2.89091
-17.2258	9.86253	5.11851	0.26057	-0.331149	4.94573	1.31869	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.0641978	0.0856477	0.343736	0.215234	1.45275	0.487636
-16.9559	9.98557	5.1782	0.263572	-0.309621	4.99937	1.34908	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	0.0641442	0.0855618	0.343376	0.215001	1.824	0.487636
-16.7025	10.0507	5.18216	0.24737	-0.310657	5.02442	1.26888	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.0640981	0.0854762	0.34302	0.214769	1.824	0.0774719
-16.4539	10.1598	5.2048	0.249724	-0.291625	5.04335	1.2863	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	0.0640527	0.0853909	0.342664	0.214566	1.48241	0.0774719
-16.1985	10.226	5.21513	0.233847	-0.296419	5.07319	1.20846	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.064016	0.0853109	0.342315	0.214353	1.48241	0.581095
-15.9586	10.2569	5.18416	0.210059	-0.306171	5.07021	1.08099	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.0639663	0.0852195	0.341958	0.214123	0.452507	0.581095
-15.7108	10.3222	5.17505	0.204134	-0.290424	5.0676	1.04908	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.0639135	0.0851321	0.341596	0.213894	0.452507	0.286756
-15.4834	10.3225	5.11907	0.173089	-0.308433	5.04258	0.881636	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	0.0638457	0.0850537	0.34123	0.213709	1.50375	0.286756
-15.1922	10.3426	5.18281	0.134731	-0.349578	5.13584	0.696175	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	0.0638119	0.0850066	0.340885	0.21373	1.50375	7.9696
-14.9313	10.3993	5.19864	0.125962	-0.340163	5.15746	0.6531	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.0637913	0.0849436	0.340546	0.213728	0.314426	7.9696
-14.685	10.4374	5.15435	0.1264	-0.301375	5.11323	0.649778	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	0.0637586	0.0848856	0.340187	0.213634	0.314426	6.46307
-14.4372	10.4079	5.11979	0.0891235	-0.325524	5.09947	0.45569	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	0.0637167	0.0849747	0.339826	0.213875	2.05805	6.46307
-14.1766	10.4339	5.12353	0.0766737	-0.318227	5.10848	0.392455	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.0636832	0.085097	0.339466	0.214157	2.05805	0.595213
-13.878	10.5776	5.22348	0.107099	-0.26687	5.19355	0.55836	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	0.0637458	0.0850127	0.339127	0.213986	8.18281	0.595213
-13.6225	10.6398	5.20493	0.11984	-0.22131	5.1676	0.622267	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	0.0638073	0.0849239	0.338776	0.21376	8.18281	2.32407
-13.3685	10.6411	5.18956	0.0981234	-0.23289	5.16459	0.5084	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.0638622	0.0848393	0.338423	0.213556	0.47309	2.32407
-13.1056	10.6674	5.19744	0.0866751	-0.23338	5.17793	0.449925	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.0639351	0.0847555	0.338072	0.213364	0.47309	0.212845
-12.8502	10.7604	5.21717	0.102344	-0.204075	5.18987	0.533014	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	0.0640031	0.0846935	0.337724	0.21315	4.10744	0.212845
-12.5859	10.8117	5.22341	0.106072	-0.183037	5.19406	0.553017	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	0.064092	0.0846732	0.337376	0.21298	4.10744	1.51945
-12.3456	10.7817	5.18094	0.0762527	-0.20519	5.16589	0.394678	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	0.0641304	0.0845913	0.337024	0.212759	1.80849	1.51945
-12.0876	10.8207	5.17371	0.0802898	-0.180485	5.15704	0.41495	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.0641688	0.0845253	0.336673	0.212546	1.80849	0.736294
-11.8397	10.8837	5.17481	0.0877392	-0.163044	5.1549	0.453451	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	0.0641821	0.0845319	0.336323	0.21239	2.1145	0.736294
-11.5641	10.9046	5.19637	0.0794639	-0.162273	5.17997	0.412489	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	0.0642393	0.0845492	0.335975	0.212226	2.1145	2.65828
-11.3311	10.9206	5.16241	0.070514	-0.163251	5.14958	0.363721	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.0642345	0.08457	0.335629	0.212047	0.837357	2.65828
-11.0675	10.8547	5.19399	0.00506086	-0.261644	5.19392	0.0262859	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	0.0642397	0.0844854	0.335282	0.212056	0.837357	9.62222
-10.779	10.8263	5.22322	-0.0187791	-0.272796	5.22229	-0.0980815	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	0.064322	0.0844056	0.334942	0.212312	2.74242	9.62222
-10.5229	10.8228	5.21662	-0.0306399	-0.270088	5.21417	-0.159812	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.0643949	0.0843364	0.3346	0.212678	2.74242	0.165098
-10.2872	10.819	5.18628	-0.0419658	-0.268056	5.18171	-0.217582	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	0.0644063	0.0842811	0.334256	0.213158	1.00922	0.165098
-10.0361	10.8746	5.14784	-0.00987087	-0.190537	5.14759	-0.0508128	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	0.0644004	0.0841948	0.333919	0.213114	1.00922	6.67129
-9.77712	10.919	5.1604	-0.00127965	-0.171034	5.1604	-0.00660351	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	0.0643935	0.0841238	0.33358	0.21297	2.04378	6.67129
-9.54153	10.9032	5.1246	-0.013208	-0.17166	5.12415	-0.0676839	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	0.0643495	0.0840403	0.333254	0.212885	2.04378	4.06169
-9.28253	10.9269	5.13407	-0.0112595	-0.16043	5.13375	-0.0578057	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.0643048	0.0839682	0.332925	0.21276	0.673931	4.06169
-9.03368	10.9099	5.11436	-0.0201787	-0.155515	5.11332	-0.103194	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	0.0642497	0.0838848	0.332608	0.212679	0.673931	2.7108
-8.77191	10.9383	5.12898	-0.0150516	-0.141849	5.1284	-0.0771967	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.0641965	0.0838174	0.332284	0.21254	0.989258	2.7108
-8.52817	10.8987	5.10413	-0.0340217	-0.152507	5.10117	-0.173617	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	0.0641335	0.0837327	0.331976	0.212538	0.989258	6.47869
-8.35092	10.8248	4.99157	-0.0666736	-0.178961	4.98047	-0.332559	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	0.0641487	0.0837235	0.331785	0.212937	5.87761	6.47869
-8.09771	10.8389	4.98867	-0.0563368	-0.147983	4.98076	-0.280897	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	0.0641796	0.0836916	0.331595	0.213145	5.87761	1.5066
-7.77691	10.8755	5.09084	-0.0429141	-0.125679	5.08615	-0.218401	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	0.0641196	0.0836184	0.331301	0.213178	4.74279	1.5066
-7.51433	10.8768	5.09008	-0.0351549	-0.0979854	5.08694	-0.178904	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	0.0640585	0.0835447	0.331006	0.213124	4.74279	2.16844
-7.24241	10.8618	5.11267	-0.0416795	-0.0996839	5.10823	-0.213032	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.0639944	0.0834847	0.3307	0.213128	0.506191	2.16844
-7.00095	10.8969	5.07945	-0.0146721	-0.0443486	5.0789	-0.0745237	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015	0.0639373	0.0834023	0.330414	0.212941	0.506191	4.15927
